Rank,Title,Issn,SJR
23366,American Communication Journal,1532-5865,0.144
23367,"Annales - Universitatis Mariae Curie-Sklodowska, Sectio B",0137-1983,0.144
23368,"ARYS. Antiguedad, Religiones y Sociedades",1575-166X,0.144
23368,"ARYS. Antiguedad, Religiones y Sociedades",2173-6847,0.144
23369,Bulgarian Journal of Psychiatry,2367-881X,0.144
23369,Bulgarian Journal of Psychiatry,2367-8828,0.144
23370,Bulletin de la Dialyse a Domicile,2607-9917,0.144
23371,Bulletin de l'Academie Nationale de Medecine,0001-4079,0.144
23372,Cailiao Kexue yu Gongyi/Material Science and Technology,1005-0299,0.144
23373,Chinese Journal of Evidence-Based Medicine,1672-2531,0.144
23374,Chinese Journal of General Practitioners,1671-7368,0.144
23375,Chinese Journal of Modern Applied Pharmacy,1007-7693,0.144
23376,Chinese Pharmaceutical Journal,1001-2494,0.144
23377,Ciencia del Suelo,0326-3169,0.144
23378,Conference Digest - IEEE International Semiconductor Laser Conference,0899-9406,0.144
23379,Contratexto,1025-9945,0.144
23379,Contratexto,1993-4904,0.144
23380,Critica-Revista Hispanoamericana de Filosofia,1870-4905,0.144
23380,Critica-Revista Hispanoamericana de Filosofia,0011-1503,0.144
23381,Croatica Chemica Acta,1334-417X,0.144
23381,Croatica Chemica Acta,0011-1643,0.144
23382,Current Topics in Pharmacology,0972-4559,0.144
23383,Dance Research Journal,0149-7677,0.144
23383,Dance Research Journal,1940-509X,0.144
23384,European Journal of Biology,2602-2575,0.144
23384,European Journal of Biology,2618-6144,0.144
23385,"Fashion, Style and Popular Culture",2050-0734,0.144
23385,"Fashion, Style and Popular Culture",2050-0726,0.144
23386,Federal Law Review,1444-6928,0.144
23386,Federal Law Review,0067-205X,0.144
23387,"Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994)",2522-9036,0.144
23387,"Fiziolohichnyi zhurnal (Kiev, Ukraine : 1994)",2522-9028,0.144
23388,Fushe Yanjiu yu Fushe Gongyi Xuebao/Journal of Radiation Research and Radiation Processing,1000-3436,0.144
23389,Fuss und Sprunggelenk,1619-9987,0.144
23389,Fuss und Sprunggelenk,1619-9995,0.144
23390,Gulhane Medical Journal,1302-0471,0.144
23391,Hermeneus,1139-7489,0.144
23392,Hispania Nova,1138-7319,0.144
23393,International Journal of Medical Biochemistry,2587-2362,0.144
23393,International Journal of Medical Biochemistry,2618-642X,0.144
23394,International Journal of Nanotechnology,1475-7435,0.144
23395,Journal de la Societe des Oceanistes,1760-7256,0.144
23395,Journal de la Societe des Oceanistes,0300-953X,0.144
23396,Journal for the Study of Radicalism,1930-1197,0.144
23396,Journal for the Study of Radicalism,1930-1189,0.144
23397,Journal of Chinese Linguistics,0091-3723,0.144
23398,Journal of Information Systems Security,1551-0123,0.144
23398,Journal of Information Systems Security,1551-0808,0.144
23399,Journal of Nietzsche Studies,0968-8005,0.144
23399,Journal of Nietzsche Studies,1538-4594,0.144
23400,Journal of Orofacial Sciences,0975-8844,0.144
23400,Journal of Orofacial Sciences,2320-4737,0.144
23401,Journal of Skyscape Archaeology,2055-3498,0.144
23401,Journal of Skyscape Archaeology,2055-348X,0.144
23402,Journal of the Korean Society for Precision Engineering,1225-9071,0.144
23402,Journal of the Korean Society for Precision Engineering,2287-8769,0.144
23403,Journal of the Yamashina Institute for Ornithology,1882-0999,0.144
23403,Journal of the Yamashina Institute for Ornithology,1348-5032,0.144
23404,Klimik Dergisi,1309-1484,0.144
23404,Klimik Dergisi,1301-143X,0.144
23405,Lengua y Migracion,1889-5425,0.144
23406,Library,1744-8581,0.144
23406,Library,0024-2160,0.144
23407,"Magic, Ritual, and Witchcraft",1940-5111,0.144
23407,"Magic, Ritual, and Witchcraft",1556-8547,0.144
23408,Malaysian Journal of Chemistry,1511-2292,0.144
23408,Malaysian Journal of Chemistry,2550-1658,0.144
23409,Meditsinskiy Sovet,2079-701X,0.144
23409,Meditsinskiy Sovet,2658-5790,0.144
23410,Mikrobiolohichnyi Zhurnal,1028-0987,0.144
23410,Mikrobiolohichnyi Zhurnal,2616-9258,0.144
23411,Neonatology,2308-2402,0.144
23411,Neonatology,2658-7424,0.144
23412,New Mexico Geology,0196-948X,0.144
23413,Pasado y Memoria,1579-3311,0.144
23413,Pasado y Memoria,2386-4745,0.144
23414,Problems of Cryobiology and Cryomedicine,2307-6143,0.144
23415,Problems of Forensic Sciences,1230-7483,0.144
23416,Psicologia USP,0103-6564,0.144
23416,Psicologia USP,1678-5177,0.144
23417,Rengong Jingti Xuebao/Journal of Synthetic Crystals,1000-985X,0.144
23418,Revista de Direito Sanitario,1516-4179,0.144
23418,Revista de Direito Sanitario,2316-9044,0.144
23419,Socialni Studia,1214-813X,0.144
23419,Socialni Studia,1803-6104,0.144
23420,Specijalna Edukacija i Rehabilitacija,1452-7367,0.144
23420,Specijalna Edukacija i Rehabilitacija,2406-1328,0.144
23421,"Studia Historica, Historia Antigua",0213-2052,0.144
23421,"Studia Historica, Historia Antigua",2530-4100,0.144
23422,System Research and Information Technologies,1681-6048,0.144
23422,System Research and Information Technologies,2308-8893,0.144
23423,Vegueta,1133-598X,0.144
23423,Vegueta,2341-1112,0.144
23424,Waste Forum,1804-0195,0.144
23425,WSEAS Transactions on Computer Research,1991-8755,0.144
23426,Zeitschrift fur Phytotherapie : offizielles Organ der Ges. f. Phytotherapie e.V,0722-348X,0.144
23427,Acta Agronomica,2323-0118,0.143
23427,Acta Agronomica,0120-2812,0.143
23428,"Acta Mathematica Sinica, Chinese Series",0583-1431,0.143
23429,Adiktologie,1213-3841,0.143
23430,African Journal of International and Comparative Law,0954-8890,0.143
23430,African Journal of International and Comparative Law,1755-1609,0.143
23431,Annals of Child Neurology,2635-909X,0.143
23431,Annals of Child Neurology,2635-9103,0.143
23432,Asian Review of Financial Research,2713-6531,0.143
23432,Asian Review of Financial Research,1229-0351,0.143
23433,Austrian History Yearbook,1558-5255,0.143
23433,Austrian History Yearbook,0067-2378,0.143
23434,Bohemistyka,1642-9893,0.143
23435,Bulletin of Russian State Medical University,2542-1204,0.143
23435,Bulletin of Russian State Medical University,2500-1094,0.143
23436,Calidoscopio,2177-6202,0.143
23436,Calidoscopio,1679-8740,0.143
23437,Canadian Acoustics - Acoustique Canadienne,0711-6659,0.143
23438,"CFI, Ceramic Forum International/Berichte der DKG (Deutsche Keramische Gesellschaft)",0173-9913,0.143
23439,Classical Philology,0009-837X,0.143
23439,Classical Philology,1546-072X,0.143
23440,Cold War History,1468-2745,0.143
23441,College Mathematics Journal,0746-8342,0.143
23441,College Mathematics Journal,1931-1346,0.143
23442,Cultural and Social History,1478-0038,0.143
23442,Cultural and Social History,1478-0046,0.143
23443,Current Psychiatry Research and Reviews,2666-0822,0.143
23443,Current Psychiatry Research and Reviews,2666-0830,0.143
23444,Cyprus Review,1015-2881,0.143
23445,De Musica Disserenda,1854-3405,0.143
23446,Emakeele Seltsi Aastaraamat,0206-3735,0.143
23447,Enrahonar,0211-402X,0.143
23447,Enrahonar,2014-881X,0.143
23448,Filosofia Theoretica,2276-8386,0.143
23448,Filosofia Theoretica,2408-5987,0.143
23449,Global Business and Economics Review,1097-4954,0.143
23449,Global Business and Economics Review,1745-1329,0.143
23450,Hacettepe University Journal of the Faculty of Pharmacy,1300-0608,0.143
23450,Hacettepe University Journal of the Faculty of Pharmacy,2458-8806,0.143
23451,Haseki Tip Bulteni,2147-2688,0.143
23451,Haseki Tip Bulteni,1302-0072,0.143
23452,"Humanities, Arts and Social Sciences Studies",2630-0079,0.143
23453,International Journal of Design Management and Professional Practice,2325-1638,0.143
23453,International Journal of Design Management and Professional Practice,2325-162X,0.143
23454,International Journal of Educational Organization and Leadership,2329-1656,0.143
23454,International Journal of Educational Organization and Leadership,2329-1591,0.143
23455,"International Journal of Environmental, Cultural, Economic and Social Sustainability",1832-2077,0.143
23456,International Journal of Microwave and Optical Technology,1553-0396,0.143
23457,International Journal of Religion and Spirituality in Society,2154-8633,0.143
23457,International Journal of Religion and Spirituality in Society,2154-8641,0.143
23458,International Journal of RF Technologies: Research and Applications,1754-5749,0.143
23458,International Journal of RF Technologies: Research and Applications,1754-5730,0.143
23459,International Studies in Catholic Education,1942-2539,0.143
23459,International Studies in Catholic Education,1942-2547,0.143
23460,Interpreters Newsletter,1591-4127,0.143
23461,Izvestiya of Saratov University. Physics,2542-193X,0.143
23461,Izvestiya of Saratov University. Physics,1817-3020,0.143
23462,Journal of Arabian Studies,2153-4780,0.143
23463,Journal of Clinical Pediatric Surgery,1671-6353,0.143
23464,Journal of Family Practice,1533-7294,0.143
23464,Journal of Family Practice,0094-3509,0.143
23465,Journal of Japan Industrial Management Association,1342-2618,0.143
23465,Journal of Japan Industrial Management Association,2187-9079,0.143
23466,Journal of the American Musicological Society,0003-0139,0.143
23466,Journal of the American Musicological Society,1547-3848,0.143
23467,Journal of the Bombay Natural History Society,0006-6982,0.143
23468,Journal of World Popular Music,2052-4919,0.143
23468,Journal of World Popular Music,2052-4900,0.143
23469,Kritika Kultura,1656-152X,0.143
23470,Lion and the Unicorn,0147-2593,0.143
23470,Lion and the Unicorn,1080-6563,0.143
23471,LLT Journal: Journal on Language and Language Teaching,1410-7201,0.143
23471,LLT Journal: Journal on Language and Language Teaching,2579-9533,0.143
23472,Logos (Netherlands),1878-4712,0.143
23472,Logos (Netherlands),0957-9656,0.143
23473,Lujun Gongcheng Daxue Xuebao/Journal of Army Engineering University of PLA,2097-0730,0.143
23474,Malaysian Journal of Medicine and Health Sciences,1675-8544,0.143
23475,Minerva Psychiatry,2724-6108,0.143
23475,Minerva Psychiatry,2724-6612,0.143
23476,New Zealand Dental Journal,0028-8047,0.143
23477,Nordic Journal of African Studies,1459-9465,0.143
23478,Nova Mehanizacija Sumarstva,1845-8815,0.143
23479,"NTM International Journal of History and Ethics of Natural Sciences, Technology and Medicine",0036-6978,0.143
23479,"NTM International Journal of History and Ethics of Natural Sciences, Technology and Medicine",1420-9144,0.143
23480,Open Biomarkers Journal,1875-3183,0.143
23481,"Optoelectronics and Advanced Materials, Rapid Communications",1842-6573,0.143
23481,"Optoelectronics and Advanced Materials, Rapid Communications",2065-3824,0.143
23482,Phainomena,1318-3362,0.143
23483,Philologia Hispalensis,1132-0265,0.143
23483,Philologia Hispalensis,2253-8321,0.143
23484,Poblacion y Sociedad,1852-8562,0.143
23484,Poblacion y Sociedad,0328-3445,0.143
23485,Prilozi Instituta za Arheologiju,1330-0644,0.143
23486,Psychodynamic Practice,1475-3634,0.143
23486,Psychodynamic Practice,1475-3626,0.143
23487,Revista Brasileira de Economia,0034-7140,0.143
23488,Revista Cubana de Informacion en Ciencias de la Salud,2307-2113,0.143
23489,Revista de Geociencias do Nordeste,2447-3359,0.143
23490,Revista Historia Social y de las Mentalidades,0717-5248,0.143
23490,Revista Historia Social y de las Mentalidades,0719-4749,0.143
23491,Revista Lusofona de Educacao,1646-401X,0.143
23491,Revista Lusofona de Educacao,1645-7250,0.143
23492,Revue de Psychotherapie Psychanalytique de Groupe,1776-2863,0.143
23492,Revue de Psychotherapie Psychanalytique de Groupe,0297-1194,0.143
23493,Revue d'Economie du Developpement,1782-1517,0.143
23493,Revue d'Economie du Developpement,1245-4060,0.143
23494,Revue Francaise de Pedagogie,0556-7807,0.143
23495,Rubrica Contemporanea,2014-5748,0.143
23496,Science and Technology of Food Industry,1002-0306,0.143
23497,Seminars in Spine Surgery,1558-4496,0.143
23497,Seminars in Spine Surgery,1040-7383,0.143
23498,Shanghai Chest,2521-3768,0.143
23499,Sport History Review,1087-1659,0.143
23499,Sport History Review,1543-2947,0.143
23500,Studia Regionalne i Lokalne,1509-4995,0.143
23500,Studia Regionalne i Lokalne,2719-8049,0.143
23501,Studies in Musical Theatre,1750-3159,0.143
23501,Studies in Musical Theatre,1750-3167,0.143
23502,Teosofi: Jurnal Tasawuf dan Pemikiran Islam,2088-7957,0.143
23502,Teosofi: Jurnal Tasawuf dan Pemikiran Islam,2442-871X,0.143
23503,Third Text,0952-8822,0.143
23504,Transplantologiya. The Russian Journal of Transplantation,2542-0909,0.143
23504,Transplantologiya. The Russian Journal of Transplantation,2074-0506,0.143
23505,Tropicultura,0771-3312,0.143
23505,Tropicultura,2295-8010,0.143
23506,University of Pennsylvania Journal of Constitutional Law,1942-8561,0.143
23506,University of Pennsylvania Journal of Constitutional Law,1521-2823,0.143
23507,Wacana Seni,1675-3410,0.143
23507,Wacana Seni,2180-4311,0.143
23508,West African Journal of Medicine,0189-160X,0.143
23509,Western Folklore,0043-373X,0.143
23510,WSEAS Transactions on Systems,1109-2777,0.143
23511,Zeitschrift fur Neuropsychologie,1016-264X,0.143
23512,Acta Scientiarum - Health Sciences,1807-8648,0.142
23512,Acta Scientiarum - Health Sciences,1679-9291,0.142
23513,Agricultural Research Journal,2395-146X,0.142
23513,Agricultural Research Journal,2395-1435,0.142
23514,Americas,1533-6247,0.142
23514,Americas,0003-1615,0.142
23515,"Anaesthesia, Pain and Intensive Care",1607-8322,0.142
23515,"Anaesthesia, Pain and Intensive Care",2220-5799,0.142
23516,Arterial Hypertension,2449-6170,0.142
23516,Arterial Hypertension,2449-6162,0.142
23517,Asian Journal of Comparative Law,1932-0205,0.142
23518,Asian Journal of Gerontology and Geriatrics,1819-1576,0.142
23519,Avances en Quimica,1856-5301,0.142
23520,Biopesticides International,0973-483X,0.142
23520,Biopesticides International,0976-9412,0.142
23521,Book History,1098-7371,0.142
23521,Book History,1529-1499,0.142
23522,Bulletin of the Lebedev Physics Institute,1068-3356,0.142
23522,Bulletin of the Lebedev Physics Institute,1934-838X,0.142
23523,Caliope,2377-9551,0.142
23523,Caliope,1084-1490,0.142
23524,Capitale Culturale,2039-2362,0.142
23525,Chinese Historical Review,2048-7827,0.142
23525,Chinese Historical Review,1547-402X,0.142
23526,Chinese Journal of Clinical Nutrition,1674-635X,0.142
23527,Chinese Journal of Perinatal Medicine,1007-9408,0.142
23528,Chinese Pharmacological Bulletin,1001-1978,0.142
23529,Clinical Practice and Cases in Emergency Medicine,2474-252X,0.142
23530,Contemporary Educational Research Quarterly,1814-4810,0.142
23531,Craft Research,2040-4697,0.142
23531,Craft Research,2040-4689,0.142
23532,Crkva u Svijetu,0352-4000,0.142
23533,Cuaternario y Geomorfologia,0214-1744,0.142
23534,Cumhuriyet Dental Journal,2146-2852,0.142
23535,Defence Life Science Journal,2456-0537,0.142
23536,Emerald Emerging Markets Case Studies,2045-0621,0.142
23537,Encuentros (Maracaibo),2610-8046,0.142
23537,Encuentros (Maracaibo),2343-6131,0.142
23538,Etnoloska Tribina,0351-1944,0.142
23539,Exercise Science,1226-1726,0.142
23539,Exercise Science,2384-0544,0.142
23540,Fangzhi Gaoxiao Jichukexue Xuebao,1006-8341,0.142
23541,Forum for Nordic Dermato-Venerology,1402-2915,0.142
23542,"Groups, Complexity, Cryptology",1869-6104,0.142
23542,"Groups, Complexity, Cryptology",1867-1144,0.142
23543,International Journal of Advances in Applied Sciences,2722-2594,0.142
23543,International Journal of Advances in Applied Sciences,2252-8814,0.142
23544,International Journal of Systematic Theology,1463-1652,0.142
23544,International Journal of Systematic Theology,1468-2400,0.142
23545,Journal of Communicable Diseases,0019-5138,0.142
23546,Journal of Community Nursing,0263-4465,0.142
23547,"Journal of Fluid Flow, Heat and Mass Transfer",2368-6111,0.142
23548,Journal of Korea Trade,1229-828X,0.142
23549,Journal of Neonatology,0973-2179,0.142
23550,Jurnal Hukum Novelty,1412-6834,0.142
23550,Jurnal Hukum Novelty,2550-0090,0.142
23551,Keria,1581-1263,0.142
23551,Keria,1580-0261,0.142
23552,Kervan,1825-263X,0.142
23553,Khayyam Journal of Mathematics,2423-4788,0.142
23554,Kliniceskaa Mikrobiologia i Antimikrobnaa Himioterapia,2686-9586,0.142
23554,Kliniceskaa Mikrobiologia i Antimikrobnaa Himioterapia,1684-4386,0.142
23555,Klinische Neurophysiologie,1434-0275,0.142
23555,Klinische Neurophysiologie,1439-4081,0.142
23556,Lentera Hukum,2355-4673,0.142
23556,Lentera Hukum,2621-3710,0.142
23557,Magnetic Resonance in Solids,2072-5981,0.142
23558,Meteorologica,1850-468X,0.142
23558,Meteorologica,0325-187X,0.142
23559,Minerva Ortopedica e Traumatologica,0394-3410,0.142
23559,Minerva Ortopedica e Traumatologica,1827-1707,0.142
