,Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,DOI,Patent number,Month,Year,URL,Number of additional authors,Non-English,Interdisciplinary,Forensic science,Criminology,Propose double weighting,Is reserve output,Research group,Open access status,Citations applicable,Citation count,Cross-referral requested,Supplementary information,Delayed by COVID19,REF2ID,Incl sig material before 2014,Incl reseach process,Incl factual info about significance
175804,10003645,King's College London,B,11,Computer Science and Informatics,,,,D,Undecidable propositional bimodal logics and one-variable first-order linear temporal logics with counting,,,ACM Transactions on Computational Logic,16,3,,27,,1529-3785,10.1145/2757285,,July,2015.0,,1.0,,,,,,,,Out of scope for open access requirements,Yes,3.0,,,,f9878a34-a712-42fb-bbcc-6e8c86547699,0,0,1
175888,10007773,The Open University,B,11,Computer Science and Informatics,,,,D,Understanding an Enriched Multidimensional User Relevance Model by Analyzing Query Logs,,,Journal of the Association for Information Science and Technology,68,12,2743,,,2330-1643,10.1002/asi.23868,,August,2017.0,,3.0,,,,,,,,Compliant,Yes,7.0,,,,afe28cc0-fe5d-432c-b041-3ddc18b140fe,0,0,1
175906,10007786,University of Bristol,B,11,Computer Science and Informatics,,,,E,Understanding and Mitigating the Effects of Device and Cloud Service Design Decisions on the Environmental Footprint of Digital Infrastructure,,,Proceedings of the 34th Annual ACM Conference on Human Factors in Computing Systems (CHI'16),,,1324,,,,10.1145/2858036.2858378,,May,2016.0,,2.0,,,,,,,E - Bristol Interaction Group,,Yes,25.0,,,,ab74eaed-16ee-4883-a755-037ded7d3f3c,0,0,1
175917,10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,E,Understanding and Visualizing Deep Visual Saliency Models,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,10198,,,2575-7075,10.1109/CVPR.2019.01045,,June,2019.0,http://eprints.gla.ac.uk/218232/,4.0,,,,,,,,Compliant,Yes,0.0,,,,5f923ffd-4cff-4d35-bf8c-7eb14e000ba4,0,0,1
175918,10003645,King's College London,B,11,Computer Science and Informatics,,,,D,Understanding Android App Piggybacking : A Systematic Study of Malicious Code Grafting,,,IEEE Transactions on Information Forensics and Security,12,6,1269,,,1556-6021,10.1109/TIFS.2017.2656460,,January,2017.0,,6.0,,,,,,,,Compliant,Yes,33.0,,,,63651d60-708e-4029-93a9-c70c9b9384cc,0,0,1
175955,10001282,University of Northumbria at Newcastle,B,11,Computer Science and Informatics,,,,D,Understanding collaborative learning activities in an information ecology : A distributed cognition account,,,Computers in Human Behavior,41,,544,,,0747-5632,10.1016/j.chb.2014.09.057,,November,2014.0,,2.0,,Yes,,,,,B - Northumbria Social Computing (NorSC),Out of scope for open access requirements,Yes,10.0,,,,1a065ebb-418a-4f20-948b-6f6c4d1b48e1,0,0,1
175963,10007764,Heriot-Watt University,B,11,Computer Science and Informatics,,,,E,Understanding Concept Maps: A Closer Look at How People Organise Ideas,,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,,,815,,,,10.1145/3025453.3025977,,May,2017.0,,3.0,,,,,,,,,Yes,1.0,,,,e54a78ef-b630-4c82-8c50-504f6efd7708,0,0,1
175964,10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,E,Understanding Concept Maps: A Closer Look at How People Organise Ideas,,,CHI '17 Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,,,815,,,,10.1145/3025453.3025977,,May,2017.0,,3.0,,,,,,,,,Yes,1.0,,https://dl.acm.org/doi/10.1145/3025453.3025977?fbclid=IwAR2oLJpTN1dtjHWYF3H2hBE23QPOFGLsMyQm_kMKWN-w9B84jwW1gy6oaik,,9ac46c40-335b-4476-bbe4-fa229268d50c,0,0,1
175974,10007807,University of Ulster,B,11,Computer Science and Informatics,,,,D,Understanding Contrail Business Processes through Hierarchical Clustering: A Multi-stage Framework,,,Algorithms,13,10,244,,,1999-4893,10.3390/a13100244,,September,2020.0,,5.0,,,,,,,A - Intelligent Systems Research Centre,Compliant,Yes,1.0,,,,353d2c36-8a97-476d-9fe2-2604b18ea4ac,0,0,1
175977,10001883,De Montfort University,B,11,Computer Science and Informatics,,,,D,Understanding core IS capabilities throughout the IS/IT service co-production lifecycle,,Informa UK Limited,Journal of Decision Systems,25,sup1,290,,,1246-0125,10.1080/12460125.2016.1187391,,June,2016.0,,2.0,,,,,,,,Deposit exception,Yes,0.0,,,,2b46d090-6999-48ed-92db-dd6432069f75,0,0,1
176022,10007772,Edinburgh Napier University,B,11,Computer Science and Informatics,,,,E,Understanding Environmental Influence in an Open-Ended Evolutionary Algorithm,,,Parallel Problem Solving from Nature – PPSN XIV; Lecture Notes in Computer Science,,,921,,,1611-3349,10.1007/978-3-319-45823-6_86,,August,2016.0,,2.0,,,,,,,,Compliant,Yes,2.0,,,,583ee195-1282-4625-b5c5-b536096f4dd3,0,0,1
176038,10007774,University of Oxford,B,11,Computer Science and Informatics,,,,D,Understanding Flash Crash Contagion and Systemic Risk: A Micro-Macro Agent-Based Approach,,,Journal of Economic Dynamics and Control,abs/1805.08454,,200,,,0165-1889,10.1016/j.jedc.2018.12.008,,January,2019.0,,2.0,,Yes,,,,,,Compliant,Yes,2.0,,,,d10a8e01-671d-4c0d-af1a-0bafd59fffaf,0,0,1
176050,10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,D,Understanding Gesture Expressivity through Muscle Sensing,,,ACM Transactions on Computer-Human Interaction,21,6,,31,,1073-0516,10.1145/2687922,,January,2015.0,http://research.gold.ac.uk/id/eprint/11189/,2.0,,,,,,,,Out of scope for open access requirements,Yes,16.0,,,,06596a9e-c533-4a7a-9bd8-8a4114f6ec3e,0,0,1
176088,10007163,The University of Warwick,B,11,Computer Science and Informatics,,,,E,Understanding information need : an fMRI study,"Pisa, Italy",ACM,SIGIR '16,,,335,,9781450340694,,10.1145/2911451.2911534,,July,2016.0,,2.0,,,,,,,"D - Data Science, Systems and Security",,Yes,13.0,,,,c88f6621-403a-421b-81a8-7b995d0fd73e,0,0,1
176089,10007805,University of Strathclyde,B,11,Computer Science and Informatics,,,,E,Understanding information need : an fMRI study,,,Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,,,335,,,,10.1145/2911451.2911534,,July,2016.0,,2.0,,,,,,,,,Yes,13.0,,,,f6993a5b-9e8c-4259-b5d1-c9a94184161a,0,0,1
176090,10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,E,Understanding Information Need: an fMRI Study,,,SIGIR 2016: 39th International ACM SIGIR Conference on Research and Development in Information Retrieva,,,335,,,,10.1145/2911451.2911534,,July,2016.0,http://eprints.gla.ac.uk/118374/,2.0,,,,,,,,,Yes,13.0,,,,1325c4fe-a092-4305-a4fd-35a645755f93,0,0,1
176091,10007150,The University of Kent,B,11,Computer Science and Informatics,,,,E,Understanding Insider Threat: A Framework for Characterising Attacks,,,2014 IEEE Security and Privacy Workshops,,,214,,,1081-6011,10.1109/SPW.2014.38,,November,2014.0,https://kar.kent.ac.uk/67518/,6.0,,,,,,,,Out of scope for open access requirements,Yes,,,,,687ac8ca-211f-49a3-90bc-c9832034073f,0,0,1
176160,10007775,Queen Mary University of London,B,11,Computer Science and Informatics,,,,E,Understanding PCIe performance for end host networking,,,SIGCOMM 2018 - Proceedings of the 2018 Conference of the ACM Special Interest Group on Data Communication,,,327,,,,10.1145/3230543.3230560,,August,2018.0,,5.0,,,,,,,,,Yes,24.0,,,,5989142a-f131-42e8-9d4e-6074d7cac616,0,0,1
176161,10007788,University of Cambridge,B,11,Computer Science and Informatics,,,,E,Understanding PCIe performance for end host networking,,,SIGCOMM '18 Proceedings of the 2018 Conference of the ACM Special Interest Group on Data Communication,,,327,,,,10.1145/3230543.3230560,,August,2018.0,,5.0,,,,,,,,,Yes,24.0,,,,a1700ee8-c839-4b22-93b9-ade8df5e806f,0,0,1
176180,10007794,University of Glasgow,B,11,Computer Science and Informatics,,,,E,Understanding Public Evaluation: Quantifying Experimenter Intervention,,,Proceedings of ACM SIGCHI 2017,,,3414,,,,10.1145/3025453.3025598,,May,2017.0,http://eprints.gla.ac.uk/135020/,1.0,,,,,,,,,Yes,4.0,,,,e4ff1b2d-945d-4982-a3b9-2bc08e2dd3e0,0,0,1
176213,10007163,The University of Warwick,B,11,Computer Science and Informatics,,,,E,Understanding source location privacy protocols in sensor networks via perturbation of Time Series,"Atlanta, GA, USA",IEEE Computer Society,IEEE International Conference on Computer Communications,2017,,1,,9781509053377,0743-166X,10.1109/INFOCOM.2017.8057122,,October,2017.0,,1.0,,,,,,,"D - Data Science, Systems and Security",Compliant,Yes,1.0,,,,e540e075-191d-47ff-80cb-f1e7ddeba509,0,0,1
176215,10007793,University of South Wales / Prifysgol De Cymru,B,11,Computer Science and Informatics,,,,D,Understanding spatial variations in accessibility to banks using variable floating catchment area techniques,,,Applied Spatial Analysis and Policy,0,0,1,,,1874-463X,10.1007/s12061-020-09347-2,,July,2020.0,,2.0,,Yes,,,,,A - Geographical Information Systems,Compliant,Yes,1.0,,,,6a54f47b-b46d-4614-95e4-c1c11e6eee77,0,0,1
176237,10007786,University of Bristol,B,11,Computer Science and Informatics,,,,E,Understanding sustained community engagement : A case study in heritage preservation in rural Argentina,,,CHI 2014 : Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,2675,,,,10.1145/2556288.2557323,,April,2014.0,,4.0,,,,,,,E - Bristol Interaction Group,,Yes,,,,,5401571b-7cd3-4675-8940-f4516889dc48,0,0,1
176238,10007784,University College London,B,11,Computer Science and Informatics,,,,E,Understanding sustained community engagement: A case study in heritage preservation in rural Argentina,,,CHI '14 Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,2675,,,1062-9432,10.1145/2556288.2557323,,,2014.0,,4.0,,,,,,,,Out of scope for open access requirements,Yes,,,,,21343638-1c36-4934-9be0-5e816bcee729,0,0,1
176239,10001478,"City, University of London",B,11,Computer Science and Informatics,,,,E,Understanding sustained community engagement: A case study in heritage preservation in rural Argentina,,,CHI '14: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,2675,,,2159-6468,10.1145/2556288.2557323,,April,2014.0,,4.0,,,,,,,,Out of scope for open access requirements,Yes,,,,,9d7770c1-00aa-43f2-b6d9-ac553b3faac4,0,0,1
176292,10007768,The University of Lancaster,B,11,Computer Science and Informatics,,,,D,Understanding the ecological validity of relying practice as a basis for risk identification,,,Risk Analysis,40,7,1383,,,0272-4332,10.1111/risa.13475,,March,2020.0,,2.0,,,,,,,G - Pervasive Systems,Compliant,Yes,0.0,,,,43f1c01b-133e-4751-bedc-f0f82a14d3a5,0,0,1
176328,10000824,Bournemouth University,B,11,Computer Science and Informatics,,,,D,Understanding the impact of multimodal interaction using gaze informed mid-air gesture control in 3D virtual objects manipulation,,,International Journal of Human Computer Studies,105,0,68,0,,1071-5819,10.1016/j.ijhcs.2017.04.002,,April,2017.0,,,,Yes,,,,,,Compliant,Yes,13.0,,,,a7a9032b-a76a-4e75-bf21-98dfb222fddb,0,0,0
176386,10007796,The University of Leicester,B,11,Computer Science and Informatics,,,,E,Understanding the Relationship between Frustration and the Severity of Usability Problems: What can Psychophysiological Data (Not) Tell Us?,,,ACM Proceedings of Conference on Human Factors in Computing Systems (CHI),2016-January,,3975,,,,10.1145/2858036.2858511,,May,2016.0,,3.0,,,,,,,,,Yes,6.0,,https://doi.org/10.1145/2858036.2858511,,c77a0b78-8ec2-4ec5-93d3-95605c5459be,0,0,1
176406,10002718,Goldsmiths' College,B,11,Computer Science and Informatics,,,,D,Understanding the role of Interactive Machine Learning in Movement Interaction Design,,,ACM Transactions on Computer-Human Interaction,26,1,,5,,1073-0516,10.1145/3287307,,February,2019.0,http://research.gold.ac.uk/id/eprint/24757/,0.0,,,,,,,,Not compliant,Yes,3.0,,,,fedd8053-9133-456d-833c-bdb364467e7d,0,0,1
176457,10000824,Bournemouth University,B,11,Computer Science and Informatics,,,,D,Understanding usage of a hybrid website and smartphone app for weight management: A mixed-methods study,,,Journal of Medical Internet Research,16,10,e201,0,,1438-8871,10.2196/jmir.3579,,October,2014.0,,,,Yes,,,,,,Out of scope for open access requirements,Yes,41.0,,,,cc3c23a3-c274-41b2-9210-6f5a819d15a8,0,0,1
176491,10007164,"University of the West of England, Bristol",B,11,Computer Science and Informatics,,,,D,Underwater image and video dehazing with pure haze region segmentation,,,Computer Vision and Image Understanding,168,,145,,,1077-3142,10.1016/j.cviu.2017.08.003,,August,2017.0,http://dx.doi.org/10.1016/j.cviu.2017.08.003,2.0,,,,,,,,Compliant,Yes,26.0,,,,6daed28d-be6f-4eb6-9949-b20da09596c7,0,0,1
176492,10007155,University of Portsmouth,B,11,Computer Science and Informatics,,,,D,Underwater image enhancement via extended multi-scale Retinex,,,Neurocomputing,245,,1,,,0925-2312,10.1016/j.neucom.2017.03.029,,March,2017.0,,3.0,,,,,,,B - Computational Intelligence,Compliant,Yes,80.0,,,,329f0cb2-203b-40ed-8814-71a270797555,0,0,1
176549,10007762,Glasgow Caledonian University,B,11,Computer Science and Informatics,,,,D,Unequal error protection for data partitioned H.264/AVC video broadcasting,,,Multimedia Tools and Applications,74,15,5787,,,1380-7501,10.1007/s11042-014-1883-8,,March,2014.0,,5.0,,,,,,,,Out of scope for open access requirements,Yes,5.0,,,,40cb9fcb-6aeb-4f1b-a02b-de791b2afb69,0,0,1
176606,10007149,The University of Hull,B,11,Computer Science and Informatics,,,,D,Unfalsified visual servoing for simultaneous object recognition and pose tracking,,,IEEE Transactions on Cybernetics,46,12,3032,,,2168-2267,10.1109/TCYB.2015.2495157,,December,2016.0,http://ieeexplore.ieee.org/document/7583713/,3.0,,,,,,,,Out of scope for open access requirements,Yes,5.0,,,,b3c12f1d-4e01-490b-aadc-6aac785304fd,0,0,1
176615,10007795,The University of Leeds,B,11,Computer Science and Informatics,,,,D,Unfitted finite element methods using bulk meshes for surface partial differential equations,,,SIAM Journal on Numerical Analysis,52,4,2137,,,0036-1429,10.1137/130948641,,August,2014.0,,2.0,,Yes,,,,,D - CSE (Computational Science and Engineering),Out of scope for open access requirements,Yes,22.0,,,,3d9bb6af-2810-41e9-b4e0-9b838926e930,0,0,1
176652,10007157,The University of Sheffield,B,11,Computer Science and Informatics,,,,E,Unicode-based graphemic systems for limited resource languages,,,"2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",-,-,5186,,,1520-6149,10.1109/icassp.2015.7178960,,August,2015.0,,2.0,,,,,,,G - Speech and Hearing,Out of scope for open access requirements,Yes,17.0,,,,44dc12e7-7102-4c32-8496-cbdccdf4b836,0,0,1
176653,10007786,University of Bristol,B,11,Computer Science and Informatics,,,,E,UNICORN : Runtime Provenance-Based Detector for Advanced Persistent Threats,,,Proceedings of the Network and Distributed Systems Security (NDSS) Symposium 2020,,,1,,,,10.14722/ndss.2020.24046,,February,2020.0,,4.0,,,,,,,B - Cybersecurity and Cryptography,,Yes,,,,,a9339801-8359-4291-8388-1168e6d67bb9,0,0,1
176659,10007773,The Open University,B,11,Computer Science and Informatics,,,,D,Unified Compressive Sensing Paradigm for the Random Demodulator and Compressive Multiplexer Architectures,,,IET Signal Processing,14,8,513,,,1751-9675,10.1049/iet-spr.2019.0589,,September,2020.0,,2.0,,,,,,,,Compliant,Yes,0.0,,,,2a279b1c-5e37-4c0b-91d3-a4d88e22b90a,0,0,1
176689,10007790,University of Edinburgh,B,11,Computer Science and Informatics,,,,D,Uniform Sampling Through the Lovasz Locál Lemma,,,Journal of the ACM,66,3,,18,,0004-5411,10.1145/3310131,,April,2019.0,,2.0,,,,,,,C - Foundations of Computation,Compliant,Yes,5.0,,,,9186246c-2b3a-4bcf-a2d8-66d80a7bb6a1,0,0,1
176694,10005553,Royal Holloway and Bedford New College,B,11,Computer Science and Informatics,,,,E,"Uniform, integral and efficient proofs for the determinant identities",,,2017 32nd Annual ACM/IEEE Symposium on Logic in Computer Science (LICS),,,1,,,,10.1109/LICS.2017.8005099,,August,2017.0,,1.0,,,,,,,,,Yes,,,,,abee9e52-6700-4797-8813-544c862559e6,0,0,1
176702,10007774,University of Oxford,B,11,Computer Science and Informatics,,,,D,Unifying analytic and statically-typed quasiquotes,,,Proceedings of the ACM on Programming Languages,2,POPL,1,13,,2475-1421,10.1145/3158101,,December,2017.0,,3.0,,,,,,,,Compliant,Yes,,,,,a6a458c6-99bb-482a-8c7d-31224fda15f0,0,0,1
176706,10007167,University of York,B,11,Computer Science and Informatics,,,,C,Unifying heterogeneous state-spaces with lenses,,Springer Verlag,"Theoretical Aspects of Computing - ICTAC 2016, 13th International Colloquium, Proceedings",,,,,978-3-319-46749-8,,10.1007/978-3-319-46750-4_17,,September,2016.0,,2.0,,,,,,,,,Yes,,,,,d0b7807b-ee06-4898-ac19-688a280506e8,0,0,1
176764,10006842,The University of Liverpool,B,11,Computer Science and Informatics,,,,D,Unique End of Potential Line,,,Journal of Computer and System Sciences,114,,1,,,0022-0000,10.1016/j.jcss.2020.05.007,,June,2020.0,,3.0,,,,,,,,Compliant,Yes,0.0,,,,9a582105-31a3-4169-83df-76bcada18f4d,0,0,1
176770,10003270,"Imperial College of Science, Technology and Medicine",B,11,Computer Science and Informatics,,,,D,Unique in the shopping mall: on the reidentifiability of credit card metadata,,,Science,347,6221,536,,,0036-8075,10.1126/science.1256297,,January,2015.0,,3.0,,,,,,,,Out of scope for open access requirements,Yes,167.0,,10.1126/science.1256297,,0d5092fe-a310-4bab-b43f-0d4cb08193d9,0,0,1
176817,10006840,The University of Birmingham,B,11,Computer Science and Informatics,,,,D,Univalent categories and the Rezk completion,,,Mathematical Structures in Computer Science,25,5,1010,,,0960-1295,10.1017/S0960129514000486,,January,2015.0,,2.0,,,,,,,,Out of scope for open access requirements,Yes,13.0,,https://static.cambridge.org/content/id/urn:cambridge.org:id:article:S0960129514000486/resource/name/S0960129514000486sup001.tar,,5459e4ff-4f85-49ee-8b9c-be62cdc0858c,0,0,1
176818,10007154,"University of Nottingham, The",B,11,Computer Science and Informatics,,,,D,Univalent higher categories via complete semi-segal types,,,Proceedings of the ACM on Programming Languages,2,POPL,44:1,,,2475-1421,10.1145/3158132,,December,2017.0,,1.0,,,,,,,,Compliant,Yes,,,,,f84a7bdf-d54f-4274-9cec-0307c4aa8cc9,0,0,1
176822,10007140,Birmingham City University,B,11,Computer Science and Informatics,,,,D,Universal and Dynamic Clustering Scheme for Energy Constrained Cooperative Wireless Sensor Networks,,,IEEE Access,5,,12318,,,2169-3536,10.1109/ACCESS.2017.2655345,,,2017.0,https://ieeexplore.ieee.org/document/7822956,,,,,,,,,Compliant,Yes,12.0,,,,4ddf14a1-7e06-45fe-bfb2-58525443725d,0,0,1
176842,10007775,Queen Mary University of London,B,11,Computer Science and Informatics,,,,D,Universal Demosaicking of Color Filter Arrays,,,IEEE Transactions on Image Processing,25,11,5173,,,1057-7149,10.1109/TIP.2016.2601266,,November,2016.0,,3.0,,,,,,,,Compliant,Yes,18.0,,,,0a940b6b-d346-4a1a-bd3e-471ce356c6bc,0,0,1
176874,10007784,University College London,B,11,Computer Science and Informatics,,,,D,Universal quantum Hamiltonians,,,Proceedings of the National Academy of Sciences of the United States of America,115,38,9497,,,0027-8424,10.1073/pnas.1804949115,,August,2018.0,,2.0,,,,,,,,Compliant,Yes,16.0,,https://www.pnas.org/highwire/filestream/825295/field_highwire_adjunct_files/0/pnas.1804949115.sapp.pdf,,0a7a5a4c-26c1-42a2-90f7-510c957eac08,0,0,1
